"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Content/Story/Missions/DIA_PC_Thief.d:338","Stary dziad z ciebie.","","","","DIA_PC_Thief_You_Let_Me_Sleep_Here_Info.DIA_PC_Thief_You_Let_Me_Sleep_Here.DIA_PC_Thief_You_Are_Old","AI_AddChoice",""
"Content/Story/Missions/DIA_PC_Thief.d:343","Stary dziad z ciebie.","","","","Diego-CH0-None-Hero-72690","",""
"Content/Story/Missions/DIA_PC_Thief.d:347","W takim razie miejmy to z głowy.","","","","Diego-CH0-None-Diego-85201","",""
"Content/Story/Missions/DIA_PC_Thief.d:355","Tylko żartowałem.","","","","Diego-CH0-None-Hero-91798","",""
"Content/Story/Missions/DIA_PC_Thief.d:357","To lepiej nie żartuj, bo mało kto ma tutaj poczucie humoru.","","","","Diego-CH0-None-Diego-10917","",""
"Content/Story/Missions/DIA_PC_Thief.d:371","Miał miejsce wypadek. Kirgo nie żyje.","","","","DIA_PC_Thief_About_Kirgo_Death.description","",""
"Content/Story/Missions/DIA_PC_Thief.d:381","Miał miejsce wypadek. Kirgo nie żyje.","","","","Diego-CH0-None-Hero-6226","",""
"Content/Story/Missions/DIA_PC_Thief.d:382","Co?!","","","","Diego-CH0-None-Diego-31204","",""
"Content/Story/Missions/DIA_PC_Thief.d:382","Trenowaliśmy walkę i źle się to skończyło. Uznałem, że powinienem ci powiedzieć.","","","","Diego-CH0-None-Hero-9564","",""
"Content/Story/Missions/DIA_PC_Thief.d:384","Dobrze rozumiem? Zabiłeś jednego z naszych ludzi i wróciłeś, żeby mi o tym powiedzieć?","","","","Diego-CH0-None-Diego-50517","",""
"Content/Story/Missions/DIA_PC_Thief.d:385","Na to wychodzi.","","","","Diego-CH0-None-Hero-99938","",""
"Content/Story/Missions/DIA_PC_Thief.d:385","Jesteś albo wyjątkowo uczciwy, albo wyjątkowo głupi. Szlag, ten dzień robi się coraz paskudniejszy.","","","","Diego-CH0-None-Diego-4242","",""
"Content/Story/Missions/DIA_PC_Thief.d:386","Wynoś się z Placu Wymian i nie rzucaj w oczy.","","","","Diego-CH0-None-Diego-74131","",""
"Content/Story/Missions/DIA_PC_Thief.d:388","I, gdy nasi ludzie oczyszczą drogę, zapomnij o wszystkim, co mówiłem o przeprawie do Starego Obozu. Odpadasz.","","","","Diego-CH0-None-Diego-75116","",""
"Content/Story/Missions/DIA_PC_Thief.d:389","W porządku, dziękuję.","","","","DIA_PC_Thief_About_Kirgo_Death_Here_Info.DIA_PC_Thief_About_Kirgo_Death.DIA_PC_Thief_About_Kirgo_Death_I_Understand_Thank_You","AI_AddChoice",""
"Content/Story/Missions/DIA_PC_Thief.d:393","Nie jesteś pod wrażeniem?","","","","DIA_PC_Thief_About_Kirgo_Death_Here_Info.DIA_PC_Thief_About_Kirgo_Death.DIA_PC_Thief_About_Kirgo_Death_Are_You_Impressed","AI_AddChoice",""
"Content/Story/Missions/DIA_PC_Thief.d:396","Nie zabijesz mnie?","","","","DIA_PC_Thief_About_Kirgo_Death_Here_Info.DIA_PC_Thief_About_Kirgo_Death.DIA_PC_Thief_About_Kirgo_Death_Will_You_Spare_Me","AI_AddChoice",""
"Content/Story/Missions/DIA_PC_Thief.d:398","Nie jesteś pod wrażeniem?","","","","Diego-CH0-None-Caption-69944-0","",""
"Content/Story/Missions/DIA_PC_Thief.d:402","Czy jes...","","","","Diego-CH0-None-Diego-94971","",""
"Content/Story/Missions/DIA_PC_Thief.d:404","Nie jestem pewien, czy próbujesz być zabawny, ale moja cierpliwość ma granice.","","","","Diego-CH0-None-Diego-76598","",""
"Content/Story/Missions/DIA_PC_Thief.d:407","Nie zabijesz mnie?","","","","Diego-CH0-None-Caption-96231-0","",""
"Content/Story/Missions/DIA_PC_Thief.d:411","A chcesz, żebym to zrobił?","","","","Diego-CH0-None-Diego-16593","",""
"Content/Story/Missions/DIA_PC_Thief.d:413","Nie.","","","","Diego-CH0-None-Hero-54250","",""
"Content/Story/Missions/DIA_PC_Thief.d:414","To nie zadawaj głupich pytań.","","","","Diego-CH0-None-Diego-95015","",""
"Content/Story/Missions/DIA_PC_Thief.d:415","W porządku, dziękuję.","","","","Diego-CH0-None-Hero-67451","",""
"Content/Story/Missions/DIA_PC_Thief.d:417","Nie mów tak. To był wypadek i nie pójdziesz przez niego do piachu.","","","","Diego-CH0-None-Diego-31013","",""
"Content/Story/Missions/DIA_PC_Thief.d:419","Idź już stąd. I pod żadnym pozorem nie mów nic Orry’emu.","","","","Diego-CH0-None-Diego-1177","",""
